NAME = AISearchfile058
SIZE = 58
[1152, 455, 754, 856, 1290, 589, 959, 591, 2590, 991, 2860, 0, 590, 3214, 688, 432, 1236, 3491, 1717, 1783, 329, 2763, 1315, 3352, 488, 1014, 720, 345, 607, 287, 2331, 2465, 2351, 560, 3185, 602, 4276, 1169, 1088, 705, 3124, 498, 1445, 3168, 841, 1827, 366, 3366, 2732, 1144, 2963, 1369, 394, 3180, 1493, 3065, 2123, 955]
[970, 1009, 919, 707, 700, 590, 777, 408, 3073, 586, 2444, 590, 0, 2913, 97, 319, 1115, 3969, 1535, 1596, 171, 2936, 1021, 2936, 102, 429, 536, 448, 1046, 337, 1441, 2068, 1954, 98, 2595, 72, 4759, 982, 498, 524, 3607, 486, 1258, 3227, 652, 1645, 525, 3122, 2791, 1622, 2358, 8700, 435, 2764, 1139, 2649, 1542, 1015]
[3724, 3459, 2493, 3462, 2366, 2655, 3531, 3163, 4835, 2223, 343, 3214, 2913, 0, 2831, 2746, 3870, 5766, 4504, 4362, 2883, 2040, 1934, 228, 2891, 2492, 3402, 2973, 3734, 2991, 1447, 924, 925, 2869, 147, 2985, 6553, 3741, 2449, 3277, 4875, 2717, 4017, 1544, 3545, 4399, 3219, 681, 1103, 3417, 594, 1972, 2889, 130, 4128, 184, 1377, 2296]
[1072, 1101, 983, 810, 618, 692, 879, 511, 3236, 563, 2354, 688, 97, 2831, 0, 416, 1218, 4137, 1637, 1693, 268, 3006, 887, 2846, 199, 339, 640, 543, 1143, 334, 1339, 1984, 1870, 169, 2606, 86, 4922, 1079, 523, 625, 3770, 588, 1355, 3295, 761, 1742, 623, 3032, 2859, 1790, 2087, 858, 532, 2644, 1475, 2559, 1612, 1083]
[1230, 894, 607, 968, 1019, 282, 1037, 669, 2761, 523, 2392, 432, 319, 2746, 416, 0, 1381, 3662, 1795, 1783, 148, 2543, 847, 2884, 217, 722, 798, 192, 892, 276, 2042, 1997, 1883, 227, 2914, 391, 4447, 1301, 783, 635, 3294, 184, 1423, 2928, 919, 1905, 447, 3064, 2492, 1310, 2515, 1095, 98, 2712, 1638, 2597, 1849, 715]
[290, 1686, 1838, 476, 1824, 1672, 359, 711, 3825, 1710, 3579, 1236, 1115, 3870, 1218, 1381, 0, 4791, 634, 492, 1187, 3843, 2040, 4171, 1095, 1553, 639, 1592, 943, 1248, 2570, 3184, 3070, 1165, 3736, 1099, 5511, 137, 1627, 759, 4359, 1560, 342, 4252, 598, 528, 1036, 4249, 3816, 2379, 3467, 1908, 1557, 3899, 257, 3784, 2806, 2039]
[4480, 3045, 3289, 4396, 5166, 3414, 4436, 4091, 901, 3961, 5480, 3491, 3969, 5766, 4137, 3662, 4791, 0, 5045, 5106, 3843, 5298, 4286, 5991, 3986, 4615, 4215, 3568, 3925, 3803, 4619, 5113, 4999, 4041, 5632, 4117, 785, 4648, 4208, 3962, 1445, 3514, 4776, 5695, 4341, 5304, 3709, 5893, 5259, 2357, 5217, 4708, 3860, 5890, 4971, 5687, 4929, 3482]
[413, 2009, 2199, 1096, 2243, 2076, 1494, 1126, 4144, 2130, 3999, 1717, 1535, 4504, 1637, 1795, 634, 5045, 0, 254, 1606, 4208, 2454, 4491, 1514, 1967, 1274, 1797, 1185, 1882, 2986, 3604, 3490, 1584, 4155, 1489, 5830, 771, 2033, 1240, 4678, 1972, 312, 4617, 1232, 760, 1635, 4673, 4181, 2698, 3870, 2328, 2072, 4319, 300, 4204, 3082, 2400]
[435, 2070, 2265, 960, 2309, 2134, 851, 1192, 4505, 2196, 4065, 1783, 1596, 4362, 1693, 1783, 492, 5106, 254, 0, 1672, 4274, 2510, 4557, 1580, 2037, 1138, 1863, 1438, 1740, 3351, 3670, 3556, 1650, 4221, 1668, 5891, 629, 2094, 1306, 4739, 2038, 273, 4679, 1090, 607, 837, 4739, 4243, 2759, 3936, 2389, 1733, 4385, 229, 4270, 3143, 2466]
[1041, 941, 774, 1079, 871, 419, 848, 480, 2942, 660, 2529, 329, 171, 2883, 268, 148, 1187, 3843, 1606, 1672, 0, 2934, 984, 3021, 107, 567, 609, 287, 842, 158, 2049, 2134, 2020, 75, 2766, 243, 4628, 1153, 669, 594, 3476, 315, 1335, 3213, 730, 1716, 354, 3201, 2777, 1491, 2251, 1087, 359, 2849, 1444, 2734, 1841, 1000]
[3643, 2973, 2013, 3512, 3937, 2364, 3500, 3207, 4391, 2824, 2109, 2763, 2936, 2040, 3006, 2543, 3843, 5298, 4208, 4274, 2934, 0, 2922, 2108, 3026, 3236, 3336, 2522, 3392, 2730, 2390, 1991, 2107, 2844, 1958, 3008, 6083, 3710, 3503, 3093, 4925, 2464, 3939, 806, 3457, 4363, 2884, 1571, 947, 2941, 2437, 3116, 2636, 2170, 4092, 2083, 2368, 2120]
[1889, 2553, 1238, 1627, 456, 881, 2243, 1328, 3385, 324, 1545, 1315, 1021, 1934, 887, 847, 2040, 4286, 2454, 2510, 984, 2922, 0, 2037, 992, 600, 1450, 1074, 1835, 1030, 1394, 1175, 1061, 908, 1876, 1093, 5071, 1901, 554, 1542, 3919, 818, 2182, 2425, 1671, 2654, 1546, 2217, 1994, 1939, 1278, 432, 990, 1865, 2293, 1750, 801, 1030]
[3926, 3684, 2718, 3658, 2417, 2918, 4225, 3359, 5060, 2355, 549, 3352, 2936, 228, 2846, 2884, 4171, 5991, 4491, 4557, 3021, 2108, 2037, 0, 3162, 2696, 3487, 3114, 3872, 3067, 1498, 1240, 1126, 2945, 366, 3008, 6776, 4020, 2496, 3467, 5634, 2855, 4222, 1607, 3603, 4591, 3036, 537, 1171, 3642, 799, 2176, 3027, 190, 4320, 297, 1428, 2521]
[949, 950, 880, 687, 802, 497, 756, 388, 3083, 668, 2537, 488, 102, 2891, 199, 217, 1095, 3986, 1514, 1580, 107, 3026, 992, 3162, 0, 533, 517, 342, 976, 235, 1543, 2074, 1960, 80, 2697, 170, 4771, 967, 600, 502, 3617, 389, 942, 3206, 754, 1747, 523, 3209, 2770, 1639, 2263, 888, 335, 2857, 1352, 2753, 1642, 960]
[1402, 1433, 1348, 1140, 279, 993, 1210, 846, 3481, 434, 2204, 1014, 429, 2492, 339, 722, 1553, 4615, 1967, 2037, 567, 3236, 600, 2696, 533, 0, 969, 852, 1470, 771, 1123, 1834, 1720, 502, 2267, 554, 5167, 1420, 184, 971, 4015, 889, 1698, 3004, 1063, 2073, 949, 2804, 2571, 2035, 1937, 527, 856, 2524, 1802, 2409, 1275, 1145]
[709, 1177, 1332, 178, 1246, 1078, 432, 129, 3314, 1126, 2995, 720, 536, 3402, 640, 798, 639, 4215, 1274, 1138, 609, 3336, 1450, 3487, 517, 969, 0, 800, 767, 670, 1189, 2600, 2486, 587, 3158, 528, 5000, 652, 1044, 243, 3848, 975, 984, 3751, 124, 1177, 519, 3665, 3315, 1868, 2878, 1329, 975, 3310, 908, 3200, 2083, 1538]
[1232, 696, 517, 978, 1148, 288, 1039, 671, 2667, 750, 2619, 345, 448, 2973, 543, 192, 1592, 3568, 1797, 1863, 287, 2522, 1074, 3114, 342, 852, 800, 0, 742, 279, 1878, 2349, 2235, 383, 3043, 520, 4353, 1249, 946, 705, 3201, 239, 1525, 2931, 921, 2093, 367, 3129, 2495, 1216, 2691, 1266, 194, 2939, 1849, 2923, 2020, 718]
[938, 887, 1383, 945, 1755, 1174, 788, 638, 3024, 1511, 3380, 607, 1046, 3734, 1143, 892, 943, 3925, 1185, 1438, 842, 3392, 1835, 3872, 976, 1470, 767, 742, 0, 578, 2951, 2905, 2871, 1096, 3600, 1118, 4720, 1216, 1771, 524, 3558, 1076, 1288, 3801, 888, 1471, 520, 3998, 3365, 1578, 3399, 1989, 1484, 3846, 1200, 3585, 2627, 1588]
[1102, 760, 721, 846, 1050, 546, 909, 5410, 2902, 706, 2575, 287, 337, 2991, 334, 276, 1248, 3803, 1882, 1740, 158, 2730, 1030, 3067, 235, 771, 670, 279, 578, 0, 1557, 2182, 2066, 217, 2915, 407, 4588, 1119, 835, 439, 3436, 451, 1395, 3135, 791, 1776, 287, 3333, 2699, 1451, 2713, 2699, 314, 2895, 1505, 2780, 1990, 922]
[2725, 2286, 1350, 2159, 1210, 1408, 2532, 1860, 3718, 851, 1006, 2331, 1441, 1447, 1339, 2042, 2570, 4619, 2986, 3351, 2049, 2390, 1394, 1498, 1543, 1123, 1189, 1878, 2951, 1557, 0, 636, 522, 1435, 1337, 1434, 5404, 2901, 1460, 1974, 4252, 1345, 3033, 1882, 2098, 3554, 2266, 1681, 1446, 2278, 739, 962, 1517, 1326, 2899, 1211, 259, 1199]
[3039, 2585, 1619, 2566, 1557, 2031, 2841, 2267, 4182, 1260, 770, 2465, 2068, 924, 1984, 1997, 3184, 5113, 3604, 3670, 2134, 1991, 1175, 1240, 2074, 1834, 2600, 2349, 2905, 2182, 636, 0, 114, 1844, 931, 2388, 5676, 2845, 1638, 2580, 4756, 1968, 3335, 1715, 2736, 3706, 2470, 1273, 1284, 2543, 330, 1340, 2142, 1068, 3433, 953, 564, 1422]
[2925, 2692, 1726, 2678, 1441, 1917, 2727, 2379, 4068, 1354, 656, 2351, 1954, 925, 1870, 1883, 3070, 4999, 3490, 3556, 2020, 2107, 1061, 1126, 1960, 1720, 2486, 2235, 2871, 2066, 522, 114, 0, 1944, 815, 2274, 5784, 3047, 1524, 2466, 4642, 1854, 3221, 1601, 2620, 3590, 2356, 1385, 1170, 2650, 367, 1226, 2026, 954, 3319, 839, 452, 1529]
[1019, 1004, 827, 757, 781, 508, 826, 458, 3140, 584, 2453, 560, 98, 2869, 169, 227, 1165, 4041, 1584, 1650, 75, 2844, 908, 2945, 80, 502, 587, 383, 1096, 217, 1435, 1844, 1944, 0, 2793, 170, 4826, 1036, 844, 572, 3674, 411, 1312, 3136, 708, 1694, 455, 3125, 2700, 1694, 2182, 948, 287, 2773, 1423, 2658, 1702, 923]
[3590, 3322, 2359, 3328, 2265, 2623, 3397, 3029, 4701, 2089, 211, 3185, 2595, 147, 2606, 2914, 3736, 5632, 4155, 4221, 2766, 1958, 1876, 366, 2697, 2267, 3158, 3043, 3600, 2915, 1337, 931, 815, 2793, 0, 2667, 6417, 3607, 2339, 3134, 5274, 2563, 3883, 1451, 3451, 4265, 3120, 817, 1011, 3283, 464, 1834, 2875, 200, 4004, 135, 1267, 2162]
[802, 1081, 991, 691, 772, 662, 702, 392, 3145, 658, 2527, 602, 72, 2985, 86, 391, 1099, 4117, 1489, 1668, 243, 3008, 1093, 3008, 170, 554, 528, 520, 1118, 407, 1434, 2388, 2274, 170, 2667, 0, 4902, 1059, 570, 506, 3750, 558, 1340, 3299, 722, 1717, 577, 3199, 2864, 1770, 2430, 856, 508, 2836, 1356, 2721, 1610, 1087]
[5265, 3830, 4074, 5181, 5951, 4199, 5221, 4876, 1686, 4746, 6265, 4276, 4759, 6553, 4922, 4447, 5511, 785, 5830, 5891, 4628, 6083, 5071, 6776, 4771, 5167, 5000, 4353, 4720, 4588, 5404, 5676, 5784, 4826, 6417, 4902, 0, 5423, 4993, 4747, 2230, 4299, 5561, 6480, 5126, 6089, 4494, 6678, 6044, 3142, 6002, 5271, 4645, 6675, 5756, 6472, 5724, 4267]
[176, 1609, 1705, 474, 1695, 1421, 224, 578, 3752, 1577, 3547, 1169, 982, 3741, 1079, 1301, 137, 4648, 771, 629, 1153, 3710, 1901, 4020, 967, 1420, 652, 1249, 1216, 1119, 2901, 2845, 3047, 1036, 3607, 1059, 5423, 0, 1480, 692, 4291, 1424, 479, 4119, 347, 665, 968, 4116, 3683, 2300, 3334, 1939, 1424, 3848, 394, 3744, 2693, 1906]
[1468, 1488, 1174, 1214, 257, 817, 1275, 915, 3307, 260, 2004, 1088, 498, 2449, 523, 783, 1627, 4208, 2033, 2094, 669, 3503, 554, 2496, 600, 184, 1044, 946, 1771, 835, 1460, 1638, 1524, 844, 2339, 570, 4993, 1480, 0, 1022, 3841, 754, 1756, 3178, 1165, 2151, 1023, 2676, 2742, 1861, 1737, 498, 926, 2324, 1637, 2209, 1252, 965]
[675, 926, 1109, 374, 1231, 1064, 482, 114, 3061, 1106, 2975, 705, 524, 3277, 625, 635, 759, 3962, 1240, 1306, 594, 3093, 1542, 3467, 502, 971, 243, 705, 524, 439, 1974, 2580, 2466, 572, 3134, 506, 4747, 692, 1022, 0, 3595, 960, 968, 3502, 364, 1350, 274, 3635, 3066, 1615, 2878, 1303, 1060, 3295, 1016, 3180, 2057, 1289]
[4113, 2688, 2922, 4029, 4799, 3047, 4069, 3724, 544, 3594, 5123, 3124, 3607, 4875, 3770, 3294, 4359, 1445, 4678, 4739, 3476, 4925, 3919, 5634, 3617, 4015, 3848, 3201, 3558, 3436, 4252, 4756, 4642, 3674, 5274, 3750, 2230, 4291, 3841, 3595, 0, 3147, 4409, 5338, 3974, 4947, 3342, 5536, 4902, 1990, 4850, 4124, 3538, 5533, 4604, 5330, 4572, 3125]
[1407, 1063, 459, 1145, 1188, 112, 1214, 846, 2613, 494, 2406, 498, 486, 2717, 588, 184, 1560, 3514, 1972, 2038, 315, 2464, 818, 2855, 389, 889, 975, 239, 1076, 451, 1345, 1968, 1854, 411, 2563, 558, 4299, 1424, 754, 960, 3147, 0, 1700, 2750, 1096, 2082, 631, 2948, 2314, 1162, 2266, 994, 137, 2683, 1839, 2568, 1748, 537]
[213, 1740, 1930, 806, 1971, 1798, 701, 854, 3875, 1861, 3730, 1445, 1258, 4017, 1355, 1423, 342, 4776, 312, 273, 1335, 3939, 2182, 4222, 942, 1698, 984, 1525, 1288, 1395, 3033, 3335, 3221, 1312, 3883, 1340, 5561, 479, 1756, 968, 4409, 1700, 0, 4344, 940, 562, 708, 4401, 3908, 2429, 3601, 2051, 1710, 4050, 354, 3935, 2805, 2131]
[4052, 3388, 2422, 3864, 2844, 2649, 3929, 3565, 4764, 2929, 1608, 3168, 3227, 1544, 3295, 2928, 4252, 5695, 4617, 4679, 3213, 806, 2425, 1607, 3206, 3004, 3751, 2931, 3801, 3135, 1882, 1715, 1601, 3136, 1451, 3299, 6480, 4119, 3178, 3502, 5338, 2750, 4344, 0, 3866, 4772, 3325, 1070, 446, 3346, 1861, 2417, 2906, 1669, 4501, 1582, 1869, 2225]
[489, 1298, 1452, 138, 1342, 1191, 189, 250, 3440, 1247, 3110, 841, 652, 3545, 761, 919, 598, 4341, 1232, 1090, 730, 3457, 1671, 3603, 754, 1063, 124, 921, 888, 791, 2098, 2736, 2620, 708, 3451, 722, 5126, 347, 1165, 364, 3974, 1096, 940, 3866, 0, 1126, 640, 3786, 3430, 1989, 2845, 1582, 1096, 3431, 855, 3316, 2336, 1653]
[818, 2266, 2358, 992, 2353, 2179, 887, 1236, 4408, 2230, 4099, 1827, 1645, 4399, 1742, 1905, 528, 5304, 760, 607, 1716, 4363, 2654, 4591, 1747, 2073, 1177, 2093, 1471, 1776, 3554, 3706, 3590, 1694, 4265, 1717, 6089, 665, 2151, 1350, 4947, 2082, 562, 4772, 1126, 0, 1564, 4774, 4036, 2957, 3987, 2592, 2185, 4589, 262, 4306, 3346, 2559]
[478, 673, 875, 652, 1225, 728, 758, 390, 2808, 996, 2865, 366, 525, 3219, 623, 447, 1036, 3709, 1635, 837, 354, 2884, 1546, 3036, 523, 949, 519, 367, 520, 287, 2266, 2470, 2356, 455, 3120, 577, 4494, 968, 1023, 274, 3342, 631, 708, 3325, 640, 1564, 0, 3487, 2889, 1362, 2878, 1304, 599, 3185, 1293, 3070, 2058, 1112]
[4108, 3586, 2620, 3841, 2636, 2846, 3906, 3542, 4962, 2535, 1052, 3366, 3122, 681, 3032, 3064, 4249, 5893, 4673, 4739, 3201, 1571, 2217, 537, 3209, 2804, 3665, 3129, 3998, 3333, 1681, 1273, 1385, 3125, 817, 3199, 6678, 4116, 2676, 3635, 5536, 2948, 4401, 1070, 3786, 4774, 3487, 0, 634, 3544, 1302, 2395, 3104, 693, 4503, 800, 1647, 2423]
[3616, 2952, 1986, 3428, 2413, 2213, 3493, 3129, 4328, 2493, 1172, 2732, 2791, 1103, 2859, 2492, 3816, 5259, 4181, 4243, 2777, 947, 1994, 1171, 2770, 2571, 3315, 2495, 3365, 2699, 1446, 1284, 1170, 2700, 1011, 2864, 6044, 3683, 2742, 3066, 4902, 2314, 3908, 446, 3430, 4036, 2889, 634, 0, 2910, 1425, 2105, 2470, 1233, 4065, 1146, 1422, 1789]
[2133, 693, 932, 2044, 2819, 1062, 2089, 1734, 1456, 1609, 3131, 1144, 1622, 3417, 1790, 1310, 2379, 2357, 2698, 2759, 1491, 2941, 1939, 3642, 1639, 2035, 1868, 1216, 1578, 1451, 2278, 2543, 2650, 1694, 3283, 1770, 3142, 2300, 1861, 1615, 1990, 1162, 2429, 3346, 1989, 2957, 1362, 3544, 2910, 0, 2870, 2139, 1193, 3304, 2624, 3338, 2582, 1133]
[3305, 2906, 1946, 3049, 1658, 2166, 3124, 2601, 4316, 1600, 307, 2963, 2358, 594, 2087, 2515, 3467, 5217, 3870, 3936, 2251, 2437, 1278, 799, 2263, 1937, 2878, 2691, 3399, 2713, 739, 330, 367, 2182, 464, 2430, 6002, 3334, 1737, 2878, 4850, 2266, 3601, 1861, 2845, 3987, 2878, 1302, 1425, 2870, 0, 1417, 2635, 627, 3716, 512, 669, 1743]
[1763, 1972, 1438, 1646, 248, 1057, 1570, 1347, 3590, 524, 1684, 1369, 8700, 1972, 858, 1095, 1908, 4708, 2328, 2389, 1087, 3116, 432, 2176, 888, 527, 1329, 1266, 1989, 2699, 962, 1340, 1226, 948, 1834, 856, 5271, 1939, 498, 1303, 4124, 994, 2051, 2417, 1582, 2592, 1304, 2395, 2105, 2139, 1417, 0, 1196, 2004, 1932, 1889, 754, 1238]
[1407, 772, 490, 1127, 1135, 234, 1214, 846, 2959, 666, 2535, 394, 435, 2889, 532, 98, 1557, 3860, 2072, 1733, 359, 2636, 990, 3027, 335, 856, 975, 194, 1484, 314, 1517, 2142, 2026, 287, 2875, 508, 4645, 1424, 926, 1060, 3538, 137, 1710, 2906, 1096, 2185, 599, 3104, 2470, 1193, 2635, 1196, 0, 2855, 1811, 2740, 1950, 693]
[3754, 3583, 2617, 3486, 2245, 2746, 3551, 3187, 4959, 2183, 372, 3180, 2764, 130, 2644, 2712, 3899, 5890, 4319, 4385, 2849, 2170, 1865, 190, 2857, 2524, 3310, 2939, 3846, 2895, 1326, 1068, 954, 2773, 200, 2836, 6675, 3848, 2324, 3295, 5533, 2683, 4050, 1669, 3431, 4589, 3185, 693, 1233, 3304, 627, 2004, 2855, 0, 4148, 125, 1256, 2420]
[547, 1935, 2087, 730, 2082, 1931, 606, 965, 4002, 1959, 3828, 1493, 1139, 4128, 1475, 1638, 257, 4971, 300, 229, 1444, 4092, 2293, 4320, 1352, 1802, 908, 1849, 1200, 1505, 2899, 3433, 3319, 1423, 4004, 1356, 5756, 394, 1637, 1016, 4604, 1839, 354, 4501, 855, 262, 1293, 4503, 4065, 2624, 3716, 1932, 1811, 4148, 0, 4041, 2686, 2288]
[3639, 3380, 2414, 3371, 2130, 2651, 3441, 3072, 4848, 2068, 257, 3065, 2649, 184, 2559, 2597, 3784, 5687, 4204, 4270, 2734, 2083, 1750, 297, 2753, 2409, 3200, 2923, 3585, 2780, 1211, 953, 839, 2658, 135, 2721, 6472, 3744, 2209, 3180, 5330, 2568, 3935, 1582, 3316, 4306, 3070, 800, 1146, 3338, 512, 1889, 2740, 125, 4041, 0, 1141, 2217]
[2517, 2624, 1612, 2393, 1002, 1811, 2324, 2094, 4038, 1116, 936, 2123, 1542, 1377, 1612, 1849, 2806, 4929, 3082, 3143, 1841, 2368, 801, 1428, 1642, 1275, 2083, 2020, 2627, 1990, 259, 564, 452, 1702, 1267, 1610, 5724, 2693, 1252, 2057, 4572, 1748, 2805, 1869, 2336, 3346, 2058, 1647, 1422, 2582, 669, 754, 1950, 1256, 2686, 1141, 0, 1461]
[1839, 1175, 209, 1651, 1282, 436, 1716, 1352, 2551, 716, 2010, 955, 1015, 2296, 1083, 715, 2039, 3482, 2400, 2466, 1000, 2120, 1030, 2521, 960, 1145, 1538, 718, 1588, 922, 1199, 1422, 1529, 923, 2162, 1087, 4267, 1906, 965, 1289, 3125, 537, 2131, 2225, 1653, 2559, 1112, 2423, 1789, 1133, 1743, 1238, 693, 2420, 2288, 2217, 1461, 0]
