NAME = AISearchfile042
SIZE = 42
[127, 46, 35, 30, 14, 136, 78, 67, 44, 79, 0, 43, 35, 81, 23, 54, 39, 23, 81, 159, 46, 89, 18, 108, 21, 44, 42, 55, 43, 101, 62, 124, 74, 61, 121, 76, 34, 50, 155, 75, 39, 14]
[71, 36, 91, 50, 20, 141, 34, 31, 83, 115, 43, 0, 65, 91, 92, 81, 34, 24, 99, 49, 62, 38, 51, 103, 20, 46, 61, 105, 36, 109, 30, 136, 64, 113, 43, 44, 48, 53, 60, 90, 51, 28]
[95, 30, 87, 117, 15, 67, 125, 18, 45, 79, 35, 65, 0, 40, 91, 62, 38, 45, 82, 139, 66, 157, 29, 97, 6, 171, 59, 3, 45, 62, 144, 60, 33, 12, 156, 21, 33, 53, 113, 67, 166, 27]
[155, 25, 55, 50, 15, 123, 49, 42, 89, 86, 81, 91, 40, 0, 55, 71, 44, 35, 62, 87, 49, 63, 36, 150, 12, 39, 52, 63, 39, 123, 44, 100, 95, 84, 76, 60, 34, 78, 120, 109, 34, 24]
[48, 52, 111, 105, 21, 59, 64, 32, 42, 88, 23, 92, 91, 55, 0, 98, 42, 28, 66, 49, 31, 47, 93, 46, 20, 62, 59, 147, 36, 119, 63, 85, 56, 186, 46, 60, 73, 79, 54, 115, 106, 33]
[117, 63, 85, 63, 24, 115, 43, 52, 60, 117, 54, 81, 62, 71, 98, 0, 50, 41, 103, 104, 40, 42, 78, 91, 20, 111, 81, 80, 44, 144, 105, 156, 82, 92, 56, 66, 75, 81, 128, 104, 84, 35]
[54, 37, 39, 32, 21, 72, 59, 32, 27, 61, 39, 34, 38, 44, 42, 50, 0, 50, 63, 82, 60, 30, 41, 59, 15, 87, 15, 71, 61, 120, 99, 105, 40, 60, 58, 40, 54, 25, 69, 88, 47, 49]
[46, 43, 42, 36, 47, 62, 69, 24, 31, 51, 23, 24, 45, 35, 28, 41, 50, 0, 57, 62, 16, 62, 32, 29, 9, 60, 20, 54, 62, 99, 81, 90, 29, 48, 36, 36, 34, 31, 58, 84, 36, 37]
[123, 59, 98, 83, 41, 130, 36, 59, 88, 108, 81, 99, 82, 62, 66, 103, 63, 57, 0, 110, 67, 34, 84, 97, 23, 114, 62, 88, 72, 140, 69, 150, 76, 86, 77, 71, 69, 107, 124, 149, 112, 46]
[165, 126, 61, 32, 45, 123, 73, 160, 63, 105, 159, 49, 139, 87, 49, 104, 82, 62, 110, 0, 71, 122, 163, 120, 22, 46, 97, 134, 93, 106, 48, 124, 126, 124, 137, 155, 163, 86, 164, 106, 30, 42]
[83, 46, 47, 72, 18, 105, 45, 53, 39, 77, 46, 62, 66, 49, 31, 40, 60, 16, 67, 71, 0, 77, 56, 75, 6, 96, 59, 71, 58, 135, 56, 130, 49, 74, 90, 60, 46, 66, 101, 106, 95, 17]
[80, 172, 53, 48, 49, 68, 114, 130, 36, 50, 89, 38, 157, 63, 47, 42, 30, 62, 34, 122, 77, 0, 129, 83, 21, 36, 82, 182, 60, 60, 89, 62, 86, 167, 117, 185, 151, 49, 77, 61, 46, 70]
[118, 37, 70, 97, 21, 101, 151, 26, 46, 70, 18, 51, 29, 36, 93, 78, 41, 32, 84, 163, 56, 129, 0, 102, 9, 171, 50, 11, 62, 65, 176, 71, 34, 55, 161, 35, 35, 58, 139, 65, 134, 38]
[174, 124, 71, 30, 48, 142, 69, 146, 142, 111, 108, 103, 97, 150, 46, 91, 59, 29, 97, 120, 75, 83, 102, 0, 21, 19, 86, 86, 51, 101, 34, 146, 128, 87, 96, 146, 108, 85, 186, 104, 32, 53]
[31, 17, 12, 3, 8, 27, 5, 9, 8, 11, 21, 20, 6, 12, 20, 20, 15, 9, 23, 22, 6, 21, 9, 21, 0, 8, 10, 25, 17, 35, 29, 10, 11, 6, 30, 18, 12, 5, 26, 40, 11, 45]
[27, 98, 71, 93, 37, 21, 80, 64, 22, 77, 44, 46, 171, 39, 62, 111, 87, 60, 114, 46, 96, 36, 171, 19, 8, 0, 64, 164, 107, 29, 77, 14, 56, 147, 40, 102, 137, 84, 34, 40, 87, 40]
[107, 62, 38, 91, 17, 104, 72, 51, 66, 71, 42, 61, 59, 52, 59, 81, 15, 20, 62, 97, 59, 82, 50, 86, 10, 64, 0, 92, 60, 142, 74, 137, 59, 80, 65, 70, 54, 62, 93, 114, 98, 26]
[116, 37, 109, 186, 32, 78, 176, 57, 83, 108, 55, 105, 3, 63, 147, 80, 71, 54, 88, 134, 71, 182, 11, 86, 25, 164, 92, 0, 64, 88, 144, 84, 58, 5, 161, 47, 41, 86, 119, 101, 188, 41]
[84, 38, 53, 44, 20, 90, 27, 49, 36, 68, 43, 36, 45, 39, 36, 44, 61, 62, 72, 93, 58, 60, 62, 51, 17, 107, 60, 64, 0, 124, 88, 125, 53, 77, 87, 48, 49, 20, 72, 99, 75, 21]
[138, 99, 126, 77, 76, 170, 59, 85, 93, 185, 101, 109, 62, 123, 119, 144, 120, 99, 140, 106, 135, 60, 65, 101, 35, 29, 142, 88, 124, 0, 22, 187, 113, 107, 78, 105, 73, 150, 140, 181, 47, 85]
[41, 136, 66, 48, 32, 28, 85, 83, 26, 35, 62, 30, 144, 44, 63, 105, 99, 81, 69, 48, 56, 89, 176, 34, 29, 77, 74, 144, 88, 22, 0, 29, 60, 180, 44, 110, 176, 102, 53, 23, 89, 54]
[133, 97, 130, 45, 41, 161, 57, 111, 112, 146, 124, 136, 60, 100, 85, 156, 105, 90, 150, 124, 130, 62, 71, 146, 10, 14, 137, 84, 125, 187, 29, 0, 128, 94, 80, 98, 103, 142, 143, 191, 36, 81]
[155, 41, 63, 42, 23, 104, 75, 69, 97, 67, 74, 64, 33, 95, 56, 82, 40, 29, 76, 126, 49, 86, 34, 128, 11, 56, 59, 58, 53, 113, 60, 128, 0, 66, 97, 61, 20, 62, 160, 90, 49, 25]
[90, 53, 150, 192, 32, 90, 188, 61, 111, 77, 61, 113, 12, 84, 186, 92, 60, 48, 86, 124, 74, 167, 55, 87, 6, 147, 80, 5, 77, 107, 180, 94, 66, 0, 140, 64, 41, 98, 119, 114, 166, 38]
[94, 148, 56, 34, 50, 94, 118, 164, 51, 84, 121, 43, 156, 76, 46, 56, 58, 36, 77, 137, 90, 117, 161, 96, 30, 40, 65, 161, 87, 78, 44, 80, 97, 140, 0, 179, 131, 64, 139, 77, 46, 68]
[159, 57, 51, 66, 25, 122, 147, 74, 42, 79, 76, 44, 21, 60, 60, 66, 40, 36, 71, 155, 60, 185, 35, 146, 18, 102, 70, 47, 48, 105, 110, 98, 61, 64, 179, 0, 46, 70, 133, 107, 83, 33]
[135, 45, 53, 96, 29, 102, 178, 41, 38, 64, 34, 48, 33, 34, 73, 75, 54, 34, 69, 163, 46, 151, 35, 108, 12, 137, 54, 41, 49, 73, 176, 103, 20, 41, 131, 46, 0, 72, 159, 67, 99, 24]
[118, 67, 62, 97, 15, 110, 77, 47, 64, 66, 50, 53, 53, 78, 79, 81, 25, 31, 107, 86, 66, 49, 58, 85, 5, 84, 62, 86, 20, 150, 102, 142, 62, 98, 64, 70, 72, 0, 118, 108, 66, 22]
[185, 158, 57, 33, 43, 142, 78, 133, 75, 126, 155, 60, 113, 120, 54, 128, 69, 58, 124, 164, 101, 77, 139, 186, 26, 34, 93, 119, 72, 140, 53, 143, 160, 119, 139, 133, 159, 118, 0, 130, 28, 58]
[143, 71, 98, 115, 49, 120, 48, 84, 126, 145, 75, 90, 67, 109, 115, 104, 88, 84, 149, 106, 106, 61, 65, 104, 40, 40, 114, 101, 99, 181, 23, 191, 90, 114, 77, 107, 67, 108, 130, 0, 78, 63]
[29, 93, 69, 91, 12, 27, 44, 46, 38, 116, 39, 51, 166, 34, 106, 84, 47, 36, 112, 30, 95, 46, 134, 32, 11, 87, 98, 188, 75, 47, 89, 36, 49, 166, 46, 83, 99, 66, 28, 78, 0, 39]
[35, 23, 29, 9, 39, 34, 55, 24, 28, 46, 14, 28, 27, 24, 33, 35, 49, 37, 46, 42, 17, 70, 38, 53, 45, 40, 26, 41, 21, 85, 54, 81, 25, 38, 68, 33, 24, 22, 58, 63, 39, 0]
