NAME = AISearchfile048
SIZE = 48
[565, 649, 330, 2439, 1291, 879, 878, 862, 1474, 1094, 0, 269, 1654, 1023, 1204, 807, 1095, 1986, 1017, 1184, 882, 482, 1148, 2520, 1124, 453, 410, 905, 96, 358, 1227, 1358, 1161, 316, 1769, 663, 920, 1370, 567, 827, 837, 861, 334, 1087, 515, 1212, 1867, 392]
[780, 915, 362, 947, 500, 331, 883, 907, 803, 188, 269, 0, 818, 1309, 252, 826, 476, 940, 1857, 328, 1178, 188, 1568, 1709, 343, 1038, 939, 642, 594, 311, 435, 107, 1275, 319, 316, 1829, 480, 1254, 483, 312, 1033, 1828, 90, 1441, 741, 726, 1467, 309]
[569, 723, 1010, 1427, 653, 908, 1315, 1191, 1878, 1049, 1654, 818, 0, 473, 828, 263, 1229, 2523, 1263, 582, 801, 1081, 1972, 1908, 504, 1073, 484, 457, 951, 551, 182, 1640, 558, 651, 1185, 304, 1713, 1539, 892, 547, 967, 2281, 1198, 1024, 972, 406, 1114, 598]
[397, 943, 483, 2156, 238, 455, 817, 1119, 161, 197, 1023, 1309, 473, 0, 882, 340, 655, 1858, 1456, 1727, 182, 1560, 1727, 1796, 459, 902, 214, 665, 1780, 470, 815, 325, 916, 627, 251, 697, 154, 499, 1032, 1029, 617, 1326, 525, 848, 550, 1169, 1972, 704]
[1011, 882, 744, 1252, 702, 1207, 1729, 1051, 1507, 1235, 1204, 252, 828, 882, 0, 189, 823, 896, 1776, 1430, 802, 1122, 617, 1961, 959, 1110, 1256, 882, 1291, 631, 792, 849, 503, 1238, 507, 1087, 1720, 1584, 999, 1105, 516, 1600, 949, 1039, 552, 1148, 1359, 444]
[915, 1143, 1320, 1475, 426, 1488, 622, 1104, 763, 1264, 807, 826, 263, 340, 189, 0, 986, 1949, 887, 360, 1802, 713, 863, 1287, 1204, 428, 803, 510, 411, 739, 725, 1000, 481, 155, 165, 865, 240, 100, 1169, 1131, 443, 641, 435, 1347, 231, 594, 2455, 1034]
[1317, 293, 2136, 1950, 1995, 863, 166, 214, 370, 1612, 1095, 476, 1229, 655, 823, 986, 0, 1926, 1137, 552, 831, 838, 987, 1146, 216, 1129, 623, 645, 1735, 554, 1486, 1119, 541, 400, 429, 1362, 1335, 440, 927, 712, 1159, 220, 1092, 1643, 932, 992, 2408, 1061]
[1506, 2091, 2699, 2013, 2121, 1645, 2405, 2043, 653, 1744, 1986, 940, 2523, 1858, 896, 1949, 1926, 0, 2300, 2568, 1550, 2301, 1157, 1176, 1688, 1963, 1483, 904, 534, 2594, 600, 2264, 1446, 995, 2571, 1490, 2410, 1429, 2374, 967, 347, 781, 1802, 2166, 930, 1584, 1184, 2139]
[1155, 663, 1499, 1304, 1690, 1749, 598, 2300, 1982, 2145, 1017, 1857, 1263, 1456, 1776, 887, 1137, 2300, 0, 330, 1783, 1592, 1466, 2204, 346, 1607, 2202, 356, 1446, 1794, 1036, 1280, 1581, 1453, 357, 2083, 1316, 1508, 586, 872, 1225, 595, 1499, 1906, 588, 1049, 2333, 1057]
[1579, 451, 1244, 2172, 973, 503, 1753, 783, 881, 1089, 1184, 328, 582, 1727, 1430, 360, 552, 2568, 330, 0, 562, 1494, 2099, 2059, 443, 1038, 279, 1698, 985, 585, 83, 1019, 666, 1556, 1007, 1094, 685, 2394, 1299, 666, 1836, 1472, 1341, 271, 598, 758, 2428, 400]
[2198, 664, 1298, 1758, 2485, 959, 1171, 742, 1427, 1356, 882, 1178, 801, 182, 802, 1802, 831, 1550, 1783, 562, 0, 292, 999, 1239, 2203, 1240, 667, 396, 1809, 1897, 1941, 1374, 1936, 937, 1438, 1480, 2147, 1983, 2596, 1359, 2119, 1042, 1745, 604, 442, 2049, 1938, 492]
[405, 260, 1479, 2066, 1374, 1604, 721, 748, 2421, 1018, 482, 188, 1081, 1560, 1122, 713, 838, 2301, 1592, 1494, 292, 0, 1969, 1508, 1631, 646, 864, 609, 957, 1210, 761, 652, 533, 641, 1097, 1171, 1092, 632, 570, 1815, 1022, 514, 1905, 1760, 853, 1420, 973, 662]
[1356, 371, 387, 1583, 1837, 689, 1699, 371, 833, 636, 1148, 1568, 1972, 1727, 617, 863, 987, 1157, 1466, 2099, 999, 1969, 0, 443, 925, 2089, 1453, 668, 504, 1402, 1829, 1925, 1492, 953, 1393, 1162, 1668, 1434, 1200, 1845, 1547, 875, 579, 1260, 1398, 1250, 2182, 484]
[1573, 969, 2108, 1888, 940, 2237, 768, 1489, 290, 1614, 2520, 1709, 1908, 1796, 1961, 1287, 1146, 1176, 2204, 2059, 1239, 1508, 443, 0, 1717, 2179, 1240, 2266, 1500, 1752, 727, 2139, 1644, 1704, 2151, 229, 550, 1019, 1890, 1744, 1650, 1718, 1166, 826, 335, 1898, 1030, 1865]
[847, 1214, 949, 1836, 229, 374, 123, 805, 1125, 999, 1124, 343, 504, 459, 959, 1204, 216, 1688, 346, 443, 2203, 1631, 925, 1717, 0, 613, 902, 495, 235, 1283, 1156, 238, 1251, 548, 516, 546, 90, 681, 701, 443, 1364, 923, 596, 1188, 1176, 641, 959, 751]
[1149, 740, 779, 825, 1692, 1493, 1098, 1157, 578, 757, 453, 1038, 1073, 902, 1110, 428, 1129, 1963, 1607, 1038, 1240, 646, 2089, 2179, 613, 0, 485, 429, 454, 1173, 587, 851, 414, 219, 894, 891, 749, 587, 936, 318, 670, 1021, 721, 1152, 1163, 1251, 2101, 240]
[604, 337, 528, 2290, 521, 1137, 1282, 812, 384, 129, 410, 939, 484, 214, 1256, 803, 623, 1483, 2202, 279, 667, 864, 1453, 1240, 902, 485, 0, 1461, 369, 420, 1603, 590, 217, 1213, 976, 320, 350, 882, 1100, 1479, 482, 354, 630, 1698, 674, 879, 1021, 262]
[1210, 428, 1306, 1576, 1056, 902, 491, 220, 776, 1903, 905, 642, 457, 665, 882, 510, 645, 904, 356, 1698, 396, 609, 668, 2266, 495, 429, 1461, 0, 1008, 774, 330, 426, 1463, 1057, 695, 2377, 345, 996, 1621, 490, 414, 138, 296, 130, 1327, 2237, 2082, 942]
[972, 388, 919, 2445, 1525, 831, 1397, 708, 1338, 866, 96, 594, 951, 1780, 1291, 411, 1735, 534, 1446, 985, 1809, 957, 504, 1500, 235, 454, 369, 1008, 0, 609, 140, 1972, 839, 1004, 361, 1425, 1138, 1761, 879, 623, 309, 1835, 930, 736, 486, 690, 2367, 811]
[1300, 552, 781, 2115, 1152, 197, 794, 235, 173, 1199, 358, 311, 551, 470, 631, 739, 554, 2594, 1794, 585, 1897, 1210, 1402, 1752, 1283, 1173, 420, 774, 609, 0, 308, 476, 803, 1183, 1369, 222, 435, 618, 1286, 983, 739, 1187, 588, 1726, 1231, 1421, 1395, 1589]
[745, 325, 259, 1005, 983, 821, 847, 699, 776, 1272, 1227, 435, 182, 815, 792, 725, 1486, 600, 1036, 83, 1941, 761, 1829, 727, 1156, 587, 1603, 330, 140, 308, 0, 1861, 453, 410, 755, 273, 809, 699, 676, 1051, 632, 2238, 814, 919, 1353, 1082, 1787, 1723]
[835, 869, 472, 2063, 1335, 1023, 529, 792, 1580, 937, 1358, 107, 1640, 325, 849, 1000, 1119, 2264, 1280, 1019, 1374, 652, 1925, 2139, 238, 851, 590, 426, 1972, 476, 1861, 0, 645, 1326, 1617, 1052, 1722, 267, 225, 1673, 583, 796, 981, 1241, 917, 393, 145, 354]
[846, 543, 115, 1633, 579, 720, 463, 731, 180, 644, 1161, 1275, 558, 916, 503, 481, 541, 1446, 1581, 666, 1936, 533, 1492, 1644, 1251, 414, 217, 1463, 839, 803, 453, 645, 0, 1280, 700, 950, 549, 451, 676, 630, 861, 928, 928, 1255, 216, 560, 1891, 273]
[235, 816, 257, 2055, 818, 1009, 918, 1123, 442, 290, 316, 319, 651, 627, 1238, 155, 400, 995, 1453, 1556, 937, 641, 953, 1704, 548, 219, 1213, 1057, 1004, 1183, 410, 1326, 1280, 0, 767, 624, 790, 1178, 1447, 1361, 815, 567, 180, 665, 921, 454, 1197, 796]
[1153, 780, 344, 1849, 1552, 626, 745, 1056, 227, 538, 1769, 316, 1185, 251, 507, 165, 429, 2571, 357, 1007, 1438, 1097, 1393, 2151, 516, 894, 976, 695, 361, 1369, 755, 1617, 700, 767, 0, 177, 721, 1457, 947, 504, 760, 2044, 581, 1716, 917, 369, 1369, 466]
[1163, 479, 1828, 2165, 1479, 699, 1144, 1511, 400, 999, 663, 1829, 304, 697, 1087, 865, 1362, 1490, 2083, 1094, 1480, 1171, 1162, 229, 546, 891, 320, 2377, 1425, 222, 273, 1052, 950, 624, 177, 0, 1519, 884, 1183, 469, 610, 2010, 1025, 872, 1157, 252, 678, 667]
[642, 483, 317, 1371, 572, 1473, 290, 1524, 697, 744, 920, 480, 1713, 154, 1720, 240, 1335, 2410, 1316, 685, 2147, 1092, 1668, 550, 90, 749, 350, 345, 1138, 435, 809, 1722, 549, 790, 721, 1519, 0, 402, 821, 358, 510, 1553, 726, 949, 1461, 506, 1724, 1272]
[563, 478, 660, 2708, 1496, 770, 492, 511, 1226, 820, 1370, 1254, 1539, 499, 1584, 100, 440, 1429, 1508, 2394, 1983, 632, 1434, 1019, 681, 587, 882, 996, 1761, 618, 699, 267, 451, 1178, 1457, 884, 402, 0, 940, 680, 1049, 268, 1551, 968, 1531, 1304, 2380, 254]
[754, 325, 715, 1969, 533, 1219, 739, 939, 1114, 1105, 567, 483, 892, 1032, 999, 1169, 927, 2374, 586, 1299, 2596, 570, 1200, 1890, 701, 936, 1100, 1621, 879, 1286, 676, 225, 676, 1447, 947, 1183, 821, 940, 0, 833, 1315, 1038, 1605, 482, 1266, 1580, 1506, 660]
[706, 1086, 608, 2540, 924, 649, 526, 776, 355, 669, 827, 312, 547, 1029, 1105, 1131, 712, 967, 872, 666, 1359, 1815, 1845, 1744, 443, 318, 1479, 490, 623, 983, 1051, 1673, 630, 1361, 504, 469, 358, 680, 833, 0, 1082, 303, 939, 424, 236, 1222, 1737, 966]
[1114, 723, 1137, 1885, 358, 1017, 669, 630, 819, 617, 837, 1033, 967, 617, 516, 443, 1159, 347, 1225, 1836, 2119, 1022, 1547, 1650, 1364, 670, 482, 414, 309, 739, 632, 583, 861, 815, 760, 610, 510, 1049, 1315, 1082, 0, 1212, 626, 952, 626, 798, 1943, 238]
[2336, 1403, 738, 177, 603, 998, 592, 1508, 519, 2435, 861, 1828, 2281, 1326, 1600, 641, 220, 781, 595, 1472, 1042, 514, 875, 1718, 923, 1021, 354, 138, 1835, 1187, 2238, 796, 928, 567, 2044, 2010, 1553, 268, 1038, 303, 1212, 0, 739, 898, 604, 194, 1475, 264]
[1060, 813, 703, 1497, 973, 1079, 390, 700, 1501, 803, 334, 90, 1198, 525, 949, 435, 1092, 1802, 1499, 1341, 1745, 1905, 579, 1166, 596, 721, 630, 296, 930, 588, 814, 981, 928, 180, 581, 1025, 726, 1551, 1605, 939, 626, 739, 0, 1111, 548, 334, 2734, 291]
[652, 2085, 445, 2425, 1763, 1181, 732, 983, 326, 2339, 1087, 1441, 1024, 848, 1039, 1347, 1643, 2166, 1906, 271, 604, 1760, 1260, 826, 1188, 1152, 1698, 130, 736, 1726, 919, 1241, 1255, 665, 1716, 872, 949, 968, 482, 424, 952, 898, 1111, 0, 813, 1333, 1681, 795]
[582, 591, 853, 945, 341, 676, 661, 396, 361, 1560, 515, 741, 972, 550, 552, 231, 932, 930, 588, 598, 442, 853, 1398, 335, 1176, 1163, 674, 1327, 486, 1231, 1353, 917, 216, 921, 917, 1157, 1461, 1531, 1266, 236, 626, 604, 548, 813, 0, 352, 678, 1023]
[919, 524, 375, 1759, 2072, 341, 525, 543, 740, 335, 1212, 726, 406, 1169, 1148, 594, 992, 1584, 1049, 758, 2049, 1420, 1250, 1898, 641, 1251, 879, 2237, 690, 1421, 1082, 393, 560, 454, 369, 252, 506, 1304, 1580, 1222, 798, 194, 334, 1333, 352, 0, 1975, 242]
[2114, 1376, 2117, 2493, 1785, 1872, 2285, 2026, 2138, 701, 1867, 1467, 1114, 1972, 1359, 2455, 2408, 1184, 2333, 2428, 1938, 973, 2182, 1030, 959, 2101, 1021, 2082, 2367, 1395, 1787, 145, 1891, 1197, 1369, 678, 1724, 2380, 1506, 1737, 1943, 1475, 2734, 1681, 678, 1975, 0, 668]
[679, 547, 467, 685, 231, 455, 1038, 568, 875, 559, 392, 309, 598, 704, 444, 1034, 1061, 2139, 1057, 400, 492, 662, 484, 1865, 751, 240, 262, 942, 811, 1589, 1723, 354, 273, 796, 466, 667, 1272, 254, 660, 966, 238, 264, 291, 795, 1023, 242, 668, 0]
